customer_id,begin_date,end_date,monthly_charges,total_charges,contract_duration,average_charges,monthly_charges_per_senior_citizen,total_charges_per_senior_citizen,high_monthly_charges,long_term_contract,type_One year,type_Two year,paperless_billing_Yes,payment_method_Credit card (automatic),payment_method_Electronic check,payment_method_Mailed check,gender_Male,partner_Yes,dependents_Yes,internet_service_Fiber optic,internet_service_No,online_security_Yes,online_backup_Yes,device_protection_Yes,tech_support_Yes,streaming_tv_Yes,streaming_movies_Yes,multiple_lines_Yes,senior_citizen_Yes,target
6827-IEAUQ,2017-11-01,,0.044934159070319335,-0.18037968960016687,-0.22157464786490255,0.1568895781079188,-0.4187462912695446,-0.32424500363522957,False,True,True,False,False,False,False,True,False,True,True,False,False,True,True,True,True,False,False,False,False,0
7310-EGVHZ,2020-01-01,,-1.4824642137615447,-0.9984515467624158,-1.2803344294880583,-1.4857506068638617,-0.4187462912695446,-0.32424500363522957,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,0
3413-BMNZE,2020-01-01,,-0.6497911073537496,-0.9873998007616529,-1.2803344294880583,-0.6707897586286521,1.0429886837689373,-0.29209904190094577,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,0
6234-RAAPL,2014-02-01,,1.1667991227933967,2.1919956071104716,1.6108427238697376,1.1950894267011725,-0.4187462912695446,-0.32424500363522957,True,True,False,True,False,False,False,False,False,True,True,True,False,True,True,False,True,True,False,True,False,0
6047-YHPVI,2019-06-01,2019-11-01,0.1629377330323022,-0.8675512258671538,-1.1170364606409977,-0.05400602298009056,-0.4187462912695446,-0.32424500363522957,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,1
6572-ADKRS,2016-04-01,,0.3324639942171226,0.5581019488579861,0.553421450187951,0.41138126541888875,-0.4187462912695446,-0.32424500363522957,True,True,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,0
5380-WJKOV,2017-02-01,2019-12-01,1.3811999825271402,0.5585210769498313,0.06085052776403026,1.3222647843393476,-0.4187462912695446,-0.32424500363522957,True,True,False,False,True,False,True,False,True,False,False,True,False,False,True,True,False,True,True,True,False,1
8168-UQWWF,2018-12-01,2019-11-01,1.0986562138857725,-0.5196749096355598,-0.8734280153117759,1.1849377848074298,-0.4187462912695446,-0.32424500363522957,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,True,False,1
8865-TNMNX,2019-04-01,,-0.5068572008645872,-0.7974906564092247,-0.912244745611487,-0.5750821208869674,-0.4187462912695446,-0.32424500363522957,False,False,True,False,False,False,False,True,True,True,True,False,False,False,True,False,False,False,False,False,False,0
9489-DEDVP,2014-04-01,,0.14631751134751586,1.142256212024051,1.531870755328946,0.16192176474239486,-0.4187462912695446,-0.32424500363522957,False,True,False,True,True,True,False,False,False,True,True,False,False,True,True,False,False,True,False,True,False,0
9867-JCZSP,2018-09-01,,-1.4641819699082799,-0.8228368762792375,-0.6284810620411849,-1.3286012541090062,-0.4187462912695446,-0.32424500363522957,False,True,True,False,False,False,False,True,False,True,True,False,True,False,False,False,False,False,False,False,False,0
4671-VJLCL,2014-11-01,,0.5003282332334644,1.1374472686544572,1.2454300558759048,0.4133524750964963,-0.4187462912695446,-0.32424500363522957,True,True,False,True,True,True,False,False,False,False,False,False,False,True,True,True,True,True,False,True,False,0
4080-IIARD,2019-01-01,,0.3790006149345245,-0.5743600959347432,-0.7917790308882456,0.35663615923129666,-0.4187462912695446,-0.32424500363522957,True,True,False,False,True,False,True,False,False,True,False,False,False,True,True,False,True,True,False,True,False,0
3714-NTNFO,2016-01-01,,0.6548962949019775,0.7162235363499369,0.6752256728525619,0.49785370974055015,-0.4187462912695446,-0.32424500363522957,True,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,0
5948-UJZLF,2019-12-01,,-0.5168293338754589,-0.9645683494427119,-1.2388406833056085,-0.5650563152448426,-0.4187462912695446,-0.32424500363522957,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,0
7760-OYPDY,2019-11-01,2020-01-01,0.526920587929123,-0.9437663604632323,-1.2401791912469777,0.2403578563872386,-0.4187462912695446,-0.32424500363522957,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,1
7639-LIAYI,2015-10-01,,0.4970041888965074,0.8534769567426433,0.798368403458542,0.5425528510553534,-0.4187462912695446,-0.32424500363522957,True,True,False,True,True,True,False,False,True,False,False,False,False,True,False,False,True,True,True,True,False,0
2954-PIBKO,2014-05-01,,-0.021546727668825993,0.8694920617257846,1.4917155170878655,-0.10181800245529977,-0.4187462912695446,-0.32424500363522957,False,True,False,True,True,True,False,False,False,True,True,False,False,True,False,True,True,False,False,True,False,0
8012-SOUDQ,2016-07-01,,0.8460288442770204,0.6862448480963709,0.4316172275233402,0.8124275612289639,2.4966477749674274,2.402833683822936,True,True,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True,False,True,True,0
9420-LOJKX,2018-09-01,2019-12-01,1.1402067680977384,-0.3780537333383605,-0.7114685544060846,1.0118417003059768,-0.4187462912695446,-0.32424500363522957,True,True,False,False,True,True,False,False,False,False,False,True,False,True,True,False,False,True,True,False,False,1
6575-SUVOI,2018-01-01,,0.15628964435838757,-0.23411632284938455,-0.3032236322884329,0.17981885338522516,1.8263494162481235,0.9208515672728925,False,True,False,False,True,True,False,False,False,True,False,False,False,True,False,False,True,True,False,True,True,0
7495-OOKFY,2019-03-01,2019-11-01,0.526920587929123,-0.727959511909416,-0.9938937300350175,0.4640338442978232,2.1865338355117494,0.1256563790459182,True,False,False,False,True,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,True,1
4667-QONEA,2015-02-01,,0.33412601638560113,0.9587222265423222,1.1222873252699248,0.31840188066266045,1.9991733304239439,2.841581660996277,True,True,True,False,True,True,False,False,False,True,True,False,False,True,True,True,True,False,True,False,True,0
1658-BYGOY,2018-07-01,2020-01-01,1.0188791497987983,-0.23416044159589464,-0.5869873158587351,1.0765779860089926,2.664626158839253,0.9207805264734797,True,True,False,False,True,False,True,False,True,False,False,True,False,False,False,False,False,True,True,True,True,1
8769-KKTPH,2014-11-01,,1.1584890119510036,1.7770587961836308,1.2454300558759048,1.1756688055554712,-0.4187462912695446,-0.32424500363522957,True,True,True,False,True,True,False,False,False,True,True,True,False,True,False,False,False,True,True,True,False,0
5067-XJQFU,2014-08-01,,1.451004913603243,2.114633385105133,1.368572786481885,1.4076934262766234,3.0845721185188166,4.702850605611163,True,True,True,False,True,False,True,False,True,True,True,True,False,False,True,True,True,True,True,True,True,0
3957-SQXML,2017-04-01,,-1.3245721077560746,-0.6128095835182352,0.06486605158813831,-1.2723336022363867,-0.4187462912695446,-0.32424500363522957,False,True,False,True,False,True,False,False,False,True,True,False,True,False,False,False,False,False,False,True,False,0
5954-BDFSG,2014-02-01,,1.419426492402149,2.457590461100858,1.6108427238697376,1.472194720445322,-0.4187462912695446,-0.32424500363522957,True,True,False,True,True,True,False,False,False,False,False,True,False,False,False,True,True,True,True,True,False,0
0434-CSFON,2016-03-01,,1.1867433888151402,1.0693499834162248,0.5949151963704009,1.1722095897868492,-0.4187462912695446,-0.32424500363522957,True,True,False,False,True,False,True,False,False,True,False,True,False,False,False,True,False,True,True,True,False,0
1215-FIGMP,2015-02-01,,0.8343946890976701,1.3974169824648146,1.1222873252699248,0.8676002178923216,-0.4187462912695446,-0.32424500363522957,True,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,0
0526-SXDJP,2014-02-01,,-0.7544985039679034,0.2994337380696746,1.6108427238697376,-0.7794929297345082,-0.4187462912695446,-0.32424500363522957,False,True,False,True,False,False,False,False,True,True,False,False,False,True,True,True,False,False,False,False,False,0
0557-ASKVU,2018-08-01,,-0.3456410505221597,-0.5851030107099358,-0.5869873158587351,-0.38469464603763326,-0.4187462912695446,-0.32424500363522957,False,True,True,False,True,True,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,0
5698-BQJOH,2019-04-01,2020-01-01,0.9839766842607471,-0.6291555791002016,-0.953738491793937,1.000952102581545,-0.4187462912695446,-0.32424500363522957,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,True,False,1
5122-CYFXA,2019-11-01,,0.3490842159019089,-0.8996696733264564,-1.198685445064528,0.5329801899426732,-0.4187462912695446,-0.32424500363522957,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,True,True,False,False,0
8627-ZYGSZ,2016-03-01,,0.4687498120323708,0.6031251296714726,0.5949151963704009,0.42795769782916415,-0.4187462912695446,-0.32424500363522957,True,True,True,False,True,False,True,False,True,True,False,True,False,False,True,False,False,False,False,True,False,0
3410-YOQBQ,2017-07-01,,0.4787219450432425,0.09436980429105073,-0.056938171076472525,0.5221675042003592,-0.4187462912695446,-0.32424500363522957,True,True,False,True,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,False,False,0
3170-NMYVV,2015-12-01,,-1.4841262359300234,-0.5966621222955638,0.7167194190350117,-1.5264803319004616,-0.4187462912695446,-0.32424500363522957,False,True,False,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,0
7410-OIEDU,2019-04-01,,0.5003282332334644,-0.6158758364006823,-0.912244745611487,0.7816602934290728,-0.4187462912695446,-0.32424500363522957,True,False,False,False,True,False,False,True,True,False,False,True,False,True,False,True,False,False,False,False,False,0
2273-QCKXA,2020-01-01,,-0.5234774225493735,-0.9857232883942716,-1.2803344294880583,-0.5471629632875824,-0.4187462912695446,-0.32424500363522957,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,0
0731-EBJQB,2015-10-01,,-1.4758161250876303,-0.5261824247457894,0.798368403458542,-1.448506679210398,-0.4187462912695446,-0.32424500363522957,False,True,True,False,True,False,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,0
1891-QRQSA,2014-10-01,,1.5557123102173966,2.124626281189655,1.2869238020583547,1.5305415560125155,3.1863282549027105,4.718941346678158,True,True,False,True,True,False,False,False,True,True,True,True,False,True,False,True,True,True,True,True,True,0
8028-PNXHQ,2014-12-01,,-1.3478404181147754,-0.3788478707755411,1.2052748176348245,-1.3819298773352677,-0.4187462912695446,-0.32424500363522957,False,True,False,True,True,False,False,False,True,True,True,False,True,False,False,False,False,False,False,True,False,0
5630-AHZIL,2019-11-01,,-0.009912572489475751,-0.929096877248647,-1.198685445064528,-0.19820723776536386,-0.4187462912695446,-0.32424500363522957,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,0
2673-CXQEU,2015-06-01,,1.5191478225108668,1.7013069084259078,0.9616663723056027,1.4865576997758236,3.150794366006748,4.037304876312516,True,True,True,False,False,False,True,False,False,False,False,True,False,True,True,True,False,True,True,True,True,0
6416-JNVRK,2016-04-01,,-0.30409049631019386,0.17892338197752508,0.553421450187951,-0.20730886699261328,-0.4187462912695446,-0.32424500363522957,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0
5590-ZSKRV,2019-06-01,,-0.3373309396797665,-0.7946008785128177,-0.9938937300350175,-0.15775847635129148,-0.4187462912695446,-0.32424500363522957,False,False,False,False,False,False,False,True,False,True,True,False,False,True,True,False,False,False,False,False,False,0
0191-ZHSKZ,2017-08-01,,0.33080197204864403,-0.07588443849115852,-0.09843191725892238,0.18674566345990698,1.9959429768879475,1.1756393943668348,True,True,False,False,True,False,True,False,True,False,False,False,False,True,True,False,False,True,True,False,True,0
3887-PBQAO,2016-05-01,,-1.2929936865549807,-0.47061486351640547,0.5132662119468705,-1.247969897424794,-0.4187462912695446,-0.32424500363522957,False,True,True,False,True,True,False,False,False,True,True,False,True,False,False,False,False,False,False,True,False,0
5919-TMRGD,2019-11-01,2019-12-01,0.48370801154867815,-0.9723553082017324,-1.2816729374294276,0.524648818952297,-0.4187462912695446,-0.32424500363522957,True,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,1
8108-UXRQN,2019-03-01,,-0.47361675749501453,-0.757938200162982,-0.8707509994290372,-0.45101093442634116,-0.4187462912695446,-0.32424500363522957,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,True,True,False,False,0
9191-MYQKX,2019-03-01,2019-10-01,0.3440981493964733,-0.7881374821490981,-1.0353874762174673,0.19885451100865106,-0.4187462912695446,-0.32424500363522957,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,1
9919-YLNNG,2016-08-01,,1.2964368519347298,0.9018752216641471,0.3901234813408903,1.2694542206987998,-0.4187462912695446,-0.32424500363522957,True,True,False,False,True,False,False,False,False,False,False,True,False,False,True,True,True,True,True,False,False,0
0318-ZOPWS,2016-01-01,,-1.4841262359300234,-0.5779337144020558,0.6752256728525619,-1.4849776123148917,-0.4187462912695446,-0.32424500363522957,False,True,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,0
4445-ZJNMU,2019-05-01,,1.1468548567716528,-0.6020225499965326,-0.9523999838525676,1.214289015010957,-0.4187462912695446,-0.32424500363522957,True,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,True,True,False,0
4808-YNLEU,2017-03-01,,-0.08802761440797156,-0.029934764000961456,0.10635979777058815,-0.04886886139319929,-0.4187462912695446,-0.32424500363522957,False,True,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,0
1862-QRWPE,2016-02-01,,-1.4675060142452372,-0.5410283829464149,0.633731926670112,-1.4132731232592446,-0.4187462912695446,-0.32424500363522957,False,True,False,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,0
2796-NNUFI,2016-04-01,,-1.4907743246039378,-0.5983386346629451,0.553421450187951,-1.4755354546660826,-0.4187462912695446,-0.32424500363522957,False,True,False,True,True,False,False,True,False,True,True,False,True,False,False,False,False,False,False,False,False,0
3016-KSVCP,2017-09-01,,-1.0320562061038352,-0.5620950844049546,-0.13992566344137222,-0.9901915255749875,-0.4187462912695446,-0.32424500363522957,False,True,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False,0
4767-HZZHQ,2017-08-01,,0.5734572086465244,0.1265764892433733,-0.09843191725892238,0.6931093706586062,-0.4187462912695446,-0.32424500363522957,True,True,False,False,False,False,False,False,True,True,True,True,False,False,True,True,False,False,False,False,False,0
2424-WVHPL,2020-01-01,,0.32913994988016554,-0.9744068299144488,-1.2803344294880583,0.28731790526463813,1.9943278001199491,-0.2711775264738815,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,True,0
7233-PAHHL,2014-08-01,,0.6382760732171912,1.5136919388920012,1.368572786481885,0.7242483102834052,-0.4187462912695446,-0.32424500363522957,True,True,False,True,True,False,False,True,True,True,True,False,False,True,False,True,True,True,True,True,False,0
6067-NGCEU,2014-09-01,,1.5374300663641316,2.128155780910457,1.3270790402994352,1.478931798386387,-0.4187462912695446,-0.32424500363522957,True,True,False,False,True,True,False,False,False,False,False,True,False,True,True,True,False,True,True,True,False,0
9848-JQJTX,2014-02-01,,1.2000395661629695,2.283475827999021,1.6108427238697376,1.2905342483919524,-0.4187462912695446,-0.32424500363522957,True,True,False,True,True,False,False,False,True,False,False,True,False,False,True,True,False,True,True,True,False,0
8637-XJIVR,2018-12-01,2019-12-01,0.47041183420084937,-0.59822833779667,-0.8332727770706955,0.4194434857072013,-0.4187462912695446,-0.32424500363522957,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,1
9803-FTJCG,2014-03-01,,0.06820246942901982,1.0877033819643973,1.5733645015113957,0.07123498040540925,-0.4187462912695446,-0.32424500363522957,False,True,True,False,True,True,False,False,True,True,True,False,False,True,True,False,True,False,False,True,False,0
0278-YXOOG,2019-06-01,2019-11-01,-1.4542098368974081,-0.9571343406557717,-1.1170364606409977,-1.3924563921134414,-0.4187462912695446,-0.32424500363522957,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,1
3212-KXOCR,2015-10-01,,-1.4558718590658866,-0.5188807721983792,0.798368403458542,-1.43796927767037,-0.4187462912695446,-0.32424500363522957,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,0
4598-XLKNJ,2017-12-01,2020-01-01,1.1202625020759949,0.10200234743728616,-0.3032236322884329,1.1894797203014755,2.7631519416871506,1.4620758975991712,True,True,False,False,True,False,True,False,False,True,False,True,False,False,True,True,False,True,True,False,True,1
6380-ARCEH,2020-01-01,,-1.4824642137615447,-0.9984515467624158,-1.2803344294880583,-1.4857506068638617,-0.4187462912695446,-0.32424500363522957,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,0
3679-XASPY,2020-01-01,,-1.5073945462887242,-0.998782437361241,-1.2803344294880583,-1.5101506322601255,-0.4187462912695446,-0.32424500363522957,False,False,False,False,False,False,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,0
7123-WQUHX,2016-12-01,,1.0039209502824906,0.5833819906082337,0.22682551249382965,1.0000067254156981,-0.4187462912695446,-0.32424500363522957,True,True,True,False,False,False,False,False,True,False,False,True,False,False,False,True,True,True,False,True,False,0
5386-THSLQ,2014-08-01,,-0.6398189743428778,0.3282212201674698,1.368572786481885,-0.623976509240696,1.0526797443769271,1.8263375965882105,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,False,False,True,0
3192-NQECA,2014-03-01,2019-11-01,1.5025276008260804,2.3508892726663486,1.4502217709054155,1.5638896894546201,-0.4187462912695446,-0.32424500363522957,True,True,False,True,True,False,False,False,True,True,False,True,False,False,True,True,True,True,True,True,False,1
6180-YBIQI,2019-09-01,,-1.346178395946297,-0.963156549554391,-1.1170364606409977,-1.4824334792282914,-0.4187462912695446,-0.32424500363522957,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,0
6728-DKUCO,2014-02-01,,1.3080710071140806,2.214650583443373,1.6108427238697376,1.2187262320728702,-0.4187462912695446,-0.32424500363522957,True,True,True,False,True,False,True,False,False,True,True,True,False,True,True,False,False,True,True,True,False,0
9750-BOOHV,2017-06-01,,-1.1517218022342968,-0.5980959815571398,-0.016782932835392034,-1.1833688083753124,-0.4187462912695446,-0.32424500363522957,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,0
8597-CWYHH,2016-07-01,,0.9823146620922681,0.7226648733404015,0.4316172275233402,0.8759806248323314,-0.4187462912695446,-0.32424500363522957,True,True,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,True,True,True,False,0
2848-YXSMW,2014-02-01,,-1.509056568457203,-0.4059147217594451,1.6108427238697376,-1.5154100200558696,-0.4187462912695446,-0.32424500363522957,False,True,False,True,False,True,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,0
0486-HECZI,2015-05-01,2019-12-01,1.0620917261792426,1.303973477356569,0.9201726261231529,1.0114698709235914,-0.4187462912695446,-0.32424500363522957,True,True,False,False,True,False,True,False,True,True,False,True,False,True,True,False,False,True,False,True,False,1
4549-ZDQYY,2015-10-01,,-0.2276374765601766,0.3348390321439745,0.798368403458542,-0.20592100878632488,-0.4187462912695446,-0.32424500363522957,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,0
